seqname,tax_id
ACB98827,s__organism
ACB98826,s__organism
SDT56859,s__chlororaphis
ACB98820,s__organism
ACB98823,s__organism
ACB98822,s__organism
KPX44426,s__syringae_group_genomosp._7
OMC86158,s__sp._FSL_H7-0596
KOG51042,s__griseoflavus
KEI43380,s__rectivirgula
OGA90568,s__bacterium_GWF1_66_17
AJF12364,s__thaumarchaeote
AKH67887,s__sp._IMCC21906
EIO67489,s__coli
AQT39097,s__sp.
AQT39091,s__sp.
CKM30513,s__tuberculosis
KGZ30496,s__freundii
SID56779,s__abscessus
APH04496,s__weihaiensis
EGX48397,s__oligospora
SCD48000,s__sp._SolWspMP-sol7th
AOF54231,s__bacterium_NI1060
ODN53164,s__sp._51m
AJC80706,s__etli
KZP70266,s__cloacae
KQB97525,s__sp._1ANDIMAR09
ORC28043,s__qingshengii
BAL28254,s__sp._PCC_6803
KPY54657,s__amygdali
SFK77437,s__sp._1_12
OBT26991,s__splendidus
AIG09274,s__pseudotuberculosis
SFI26521,s__pacificae2
KEX94168,s__putida
WP_018970987.1,s__marinae6
CDN02273,s__quasipneumoniae
ORV83316,s__iranicum
OLR98257,s__nitratireducense1
AIF92827,s__coli
EJZ33594,s__sp._CCGE-LA001
OBH83118,s__scrofulaceum
KPG01973,s__sp._AAP120
OEE66839,s__norvegicus
SCC79547,s__bacterium_HL-109
ANZ30622,s__thermoglucosidasius
ABN77054,s__sphaeroides
KTT75464,s__psychrotoleranse1
SBT93560,s__sp._DI166
SDF72455,s__brasiliensise2
ORB52935,s__rhodesiae
OAV72872,s__bacterium_Barb6
AUQ76026,s__piscinae
ALP48852,s__glutamicum
AFI05733,s__cetorum
AVA22586,s__sp._NXC24
ACE62330,s__pleuropneumoniae
OQO64232,s__faecium
ADQ83914,s__sp._MP688
EYV17972,s__coli
OBA49898,s__sp._ICS0012
ATH58263,s__aureus
APU95514,s__sp._B29
KMM85672,s__lundensis
EJT04608,s__sp._CCGE_510
OBC15692,s__sp._852002-50816_SCH5313054-c
KYG54009,s__sp._WAC04657
EFM99996,s__pleuropneumoniae
KFJ56954,s__abortus
KQD13575,s__baumannii
SFM09840,s__syringae
OCA84115,s__sp._FJAT-27225
AUJ64584,s__bacteriume2
AKP78036,s__megaterium
AJF13098,s__bacterium
AJF13099,s__bacterium
AJF13090,s__bacterium
AJF13091,s__bacterium
AJF13092,s__bacterium
AJF13094,s__bacterium
AJF13095,s__bacterium
AJF13096,s__bacterium
AJF13097,s__bacterium
SMS12300,s__viridiflava
KJY36837,s__sp._NRRL_S-495
KEO45519,s__salivarius
KRD99661,s__sp._Root239
AJF12419,s__thaumarchaeote
AJF12418,s__thaumarchaeote
AJF12417,s__thaumarchaeote
AJF12416,s__thaumarchaeote
AJF12415,s__thaumarchaeote
AJF12414,s__thaumarchaeote
AJF12413,s__thaumarchaeote
SED70309,s__tolypomycina
AJF12411,s__thaumarchaeote
AJF12410,s__thaumarchaeote
KUN88548,s__bungoensis
SFK32452,s__salsuginis
OEH60003,s__sp._D2
AJF12284,s__thaumarchaeote
ESR24863,s__baratangense
KIT74252,s__aureus
KKN91408,s__sediment_metagenome
OMG30544,s__naeslundii
KJL59597,s__kobei
OED23711,s__quasipneumoniae
KOY04444,s__sp._655
AIV37755,s__sp._CCM_MD2014
SCY07686,s__polysaccharolyticus
EIZ85174,s__sp._GXF4
SCW91946,s__sp._NFACC56-3
CUT13155,s__sp.e2
AJF12285,s__thaumarchaeote
EGH69783,s__syringae
ASD29182,s__parvum
ABM20067,s__hydrocarbonoclasticus
AUS33937,s__qingshengii
SBA23833,s__aureus
CDO31893,s__vulneris
OFS53252,s__sp._HMSC066D03
OAL35743,s__nubica
SGM92201,s__tuberculosis
CUO57514,s__obeum
OFE34824,s__vitis
KZS27890,s__aureus
AGB72141,s__tropici
KOG55029,s__virginiae
AGN78882,s__putida
KOG61642,s__antibioticus
OGT68865,s__bacterium_RIFCSPHIGHO2_12_FULL_45_9
EHH02513,s__tumefaciens
EAL88166,s__fumigatus
AUN93517,s__sp._SY39
SCK36383,s__sp._SceaMP-e96
SBC37645,s__aureus
OKJ45260,s__sp._TSRI0369
KRJ13961,s__nosocomialis
AJF12488,s__thaumarchaeote
OCA74668,s__arthrosphaerae
OSP40672,s__sp._13-12-16
CCT62903,s__fujikuroi
EPS42550,s__haptotyla
GAU80717,s__sp._BIWAKO-01
ENV75550,s__ursingiie1
SEL78194,s__jiangxiensis
ESN24126,s__sp._MGH_25
EGD25820,s__hoagii
ATI31686,s__sp._H-CA8f
SFH11024,s__gossipiicola
KJC60578,s__sp._LTSPM299
KQT89022,s__sp._Leaf466
AEI53566,s__marine_crenarchaeote
KWR72087,s__sp._PI1
SFG08913,s__chinhatensise1
SFE40567,s__algorifonticola
ATZ24275,s__lavendulae
EXQ90906,s__baumannii
AEI53565,s__marine_crenarchaeote
ARF82945,s__aureofaciens
SDR74483,s__siliguriense
SDO34258,s__longum
ERT18152,s__putida
KJZ16227,s__sp._S2151
APX24386,s__profunda
OJU71010,s__bacterium_63-7
AJF12500,s__thaumarchaeote
KOV57328,s__sp._MMG1121
OIN02674,s__sp._MWH-Tro8-2-5-gr
ART39633,s__bacterium
AJF12377,s__thaumarchaeote
ANQ87443,s__pseudintermedius
KJY04096,s__morganii
AJF12374,s__thaumarchaeote
KWS82483,s__savastanoi
KZR31602,s__cloacae_complex_sp._GN06232
KRE33180,s__sp._Soil538
ENS77307,s__melitensis
ORN98653,s__aureus
EHB69325,s__australicum
ENS77308,s__melitensis
KZY47964,s__sp._HI0049
SFI53407,s__indologenes
KQW52291,s__sp._Root405
KQU87733,s__sp._Root102
OAK64155,s__paradoxus
ENR08448,s__ovis
CAE76567,s__crassa
AIJ13170,s__lividans
KUZ98172,s__ubonensis
OCK55722,s__sp._LMTR_3
ACC71435,s__phymatum
CLR98640,s__tuberculosis
ETT83062,s__arenosi
OBF62855,s__sp._852002-50816_SCH5313054-b
SDQ79150,s__pulmonis
KMN24934,s__helleri
COU57630,s__tuberculosis
KLR12045,s__hormaechei
AAV60005,s__thermophilus
ARA81343,s__amygdali
SBT15810,s__celticus
SJM36617,s__pasteuriie1
AJF12621,s__bacterium
SBY95259,s__pneumoniae
AGF66050,s__hygroscopicus
AFI05560,s__cetorum
GAT89162,s__nicotinovorans
OBH01747,s__sp._E2699
GAV90109,s__follicularis
EGI78437,s__gracilis
AUG74588,s__aureus
OIV43664,s__johnsoniae
KPQ35394,s__priestleyi
AJF13040,s__bacterium
AJF13037,s__bacterium
CUR26329,s__rubescens
AJF13035,s__bacterium
KJH79274,s__stutzeri
ERJ39295,s__sp._AU4i
KPY25281,s__syringae
AEB56809,s__mendocina
EHK25137,s__virens
CAL77818,s__sp._ORS_278
EAQ06842,s__vestfoldensis
EJQ20082,s__cereus
ATX91691,s__freundii
AJF12758,s__bacterium
AJF12759,s__bacterium
AJF12208,s__thaumarchaeote
AJF12209,s__thaumarchaeote
AMG29162,s__hollisae
AJF12750,s__bacterium
AJF12203,s__thaumarchaeote
AJF12752,s__bacterium
AJF12753,s__bacterium
AJF12206,s__thaumarchaeote
AJF12207,s__thaumarchaeote
AJF12204,s__thaumarchaeote
AJF12205,s__thaumarchaeote
AJF13038,s__bacterium
BAX35345,s__Helicobacter_sp.
AJD00898,s__lari
BAX35343,s__Helicobacter_sp.
SLY35800,s__pneumoniae
OOW44746,s__baumannii
SES88156,s__homiensis
KSD35488,s__aeruginosa
ESW85104,s__sp._LSJC280B00
OAE10786,s__simiae
KPK07623,s__bacterium_SG8_39
ORF42818,s__alvi
OGE51751,s__arizonense
OQO02057,s__antarcticume1
EFX43058,s__suis
AKZ75095,s__cloacae_complex_sp._35734
EIF41598,s__proteobacterium_BDW918
KPW80650,s__syringae_group_genomosp._3
OBA57196,s__sp._852002-10350_SCH5691597
KOG63041,s__antibioticus
ARM75411,s__manzaensis
AQT38901,s__sp.
AOD23134,s__sp._p52
ALA55562,s__marinuse2
AJF12461,s__thaumarchaeote
AIK86587,s__glutamicum
ONG39978,s__sp._H5
SCF56617,s__sp._Ncost-T10-10d
KTC57700,s__syringae
SES02036,s__cyclohexanicum
SCE10329,s__sp._DpondAA-F4a
EXU90373,s__albulus
OAA81254,s__confragosa
SCG68421,s__humi
KGM41590,s__sp._NJ1
KNF57596,s__coli
EGE37169,s__viscosus
OAH61050,s__aminovoranse1
ATP44757,s__putida
EMF26135,s__gancidicus
AIZ79975,s__equuli
OCW65112,s__reuteri
KUG56079,s__palustrise1
KTL61761,s__luminescens
KHF62889,s__pneumoniae
AHM58599,s__bacterium_311
SHJ25213,s__sp._DSM_27168
CUB13452,s__subtilis
OBX85593,s__sp._CCUG_66565
SHJ72555,s__lacuscaerulensis
CPW16704,s__abscessus
EPZ94890,s__pylori
OEY69398,s__salexigens
SDS21456,s__asplenii
AQT38895,s__sp.
KLE38992,s__sp._TEL
OQE34840,s__coprophilum
KUM82892,s__pseudovenezuelae
BAX35501,s__Helicobacter_sp.
BAX35509,s__Helicobacter_sp.
OMG51843,s__hydrophilus
AMW86138,s__yamanorum
GAB90511,s__rhizosphera
KFG76754,s__luteus
SAU29222,s__pneumoniae
ABR88653,s__sp._Marseille
KPV39962,s__denitrificanse3
AFJ03018,s__frappieri
AKE47406,s__pylori
AKE47407,s__pylori
AKE47404,s__pylori
AKE47405,s__pylori
AKE47402,s__pylori
AKE47403,s__pylori
AKE47401,s__pylori
AKE47408,s__pylori
EYY21777,s__coli
SFJ24807,s__canum
KVE88446,s__vietnamiensis
SAC84877,s__cloacae
EGD59256,s__nitrogenifigens
CUO47454,s__disporicum
KQU80198,s__sp._Root102
OII62749,s__sp._CC53
EYU66194,s__sp._PCS3-D2
KUH88763,s__sp._GA-0227b
OHB31901,s__sp._RIFCSPHIGHO2_01_FULL_69_31
ACB99259,s__organism
ARY28053,s__melitensis
ADY32294.1,s__splanchnicus
ODT26070,s__sp._SCN_65-11
AKS34080,s__goodii
AFH60195,s__mucilaginosus
OCX93539,s__sp._CO183
GAC49945,s__aichiensis
ABP68044,s__saccharolyticus
OPX03958,s__sp._LEMMY01
SAL38530,s__humie1
KVI28054,s__harveyi
KNH26205,s__syringae
ETX06003,s__Entotheonella_gemina
AJF12923,s__bacterium
AJF12922,s__bacterium
AJF12921,s__bacterium
AJF12920,s__bacterium
AJF12431,s__thaumarchaeote
AJF12926,s__bacterium
AJF12925,s__bacterium
AJF12924,s__bacterium
ASB87086,s__sonorensis
AJF12928,s__bacterium
AJF12439,s__thaumarchaeote
AJF12438,s__thaumarchaeote
OON71473,s__tsukubensis
EQD98735,s__pylori
ACB98789,s__organism
ACB98780,s__organism
ACB98781,s__organism
ACB98782,s__organism
ACB98783,s__organism
ACB98784,s__organism
ACB98785,s__organism
ACB98786,s__organism
ACB98787,s__organism
ALA57688,s__moscoviensis
CAL28687,s__carnosus
SLC74192,s__abscessus
SFJ05576,s__halophiluse1
SFS28154,s__sp._NFACC42-2
AJF12699,s__bacterium
AJF12698,s__bacterium
AJF12691,s__bacterium
AJF12690,s__bacterium
AJF12693,s__bacterium
AJF12692,s__bacterium
AJF12695,s__bacterium
AJF12694,s__bacterium
AJF12697,s__bacterium
AJF12696,s__bacterium
EEN90406,s__erythropolis
ODJ92562,s__viridiflava
SEM83974,s__multiformis
EXR84963,s__baumannii
AJF12528,s__thaumarchaeote
AJF12527,s__thaumarchaeote
AFR57495,s__crenarchaeote
AFR57496,s__crenarchaeote
AFR57497,s__crenarchaeote
OKI01981,s__sp._CB02923
KPH80600,s__vaviloviae
OIR61387,s__sp._FMQ74
AMQ72073,s__amyloliquefaciens
BAX35281,s__Helicobacter_sp.
AUO44532,s__fluorescens
BAX35287,s__Helicobacter_sp.
KWK59535,s__stagnalis
API74403,s__solanacearum
OKI50689,s__sp._CB00072
OCA77012,s__artocarpi
ODT74004,s__bacterium_SCN_54-20
OKH76835,s__sp._SWH-M1
OCW29822,s__sp._S1E40
CYE93073,s__aureus
ODR47185,s__tayi
AKE47387,s__pylori
AKE47386,s__pylori
AKE47389,s__pylori
SER70755,s__qinglanensis
EHK79702,s__meliloti
ONG39561,s__sp._H1
AGK84831,s__bacterium_BAC25G1
KYQ72897,s__pragensis
KGX17918,s__pseudomallei
ACY21973,s__bronchialis
KIZ13951,s__natalensis
ACY97632,s__curvata
KVK46163,s__sp._LY4
SFV34360,s__facile
EZE96216,s__coli
SDZ90855,s__aggregans
ADJ66187,s__seropedicae
KDJ47473,s__pneumoniae
OKH22954,s__rivularis
KKA14366,s__meliloti
SFY53033,s__sp._F-1
CKS23008,s__tuberculosis
OPB85627,s__miricola
CPB51998,s__aureus
SFO71774,s__composti
SDE27917,s__thiooxidans
KPX10455,s__syringae
AKG21834,s__sp._336/3
OQP65031,s__populie1
OMK97843,s__pestis
EFP65187,s__pickettii
KWX68629,s__sp._NAZ190054
ORX17892,s__wolinskyi
ONN65294,s__sp._VT-16-41
OLO67903,s__oris
EEX70230,s__multacida
EJL21332,s__sp._AP12
SCL73101,s__peucetia
KWE59705,s__ubonensis
OMC38914,s__sp._GA-1841
KXO79611,s__anthropi
KJI53592,s__cloacae
SFG52493,s__sp._NFACC45
OKI03635,s__sp._CB02056
ANC44937,s__pnomenusa
KNY37799,s__baumannii
ANR64110,s__glutamicum
KJE33945,s__sp._HJ
AJF12295,s__thaumarchaeote
ACB99386,s__organism
KIP76517,s__harveyi
AJP03966,s__cyaneogriseus
ACB99385,s__organism
EHQ71916,s__aureus
OBH23179,s__sp._E342
ACB99384,s__organism
OLC80738,s__bacterium_13_1_40CM_3_62_11
ACB99382,s__organism
ONW40782,s__cenocepacia
ACB99381,s__organism
EDT03580,s__ambifaria
EPF72237,s__indicuse5
SBD54229,s__aureus
KKI60344,s__warneri
KKX41345,s__pittii
APG15631,s__japonicum
ACB99388,s__organism
AJF12598,s__bacterium
KIR19520,s__fluorescens
AJF12592,s__bacterium
AJF12593,s__bacterium
AJF12590,s__bacterium
AJF12591,s__bacterium
AJF12596,s__bacterium
OCY52425,s__pittii
AJF12594,s__bacterium
AJF12595,s__bacterium
OLS34906,s__pseudofirmus
OEE62916,s__norvegicus
KCY48476,s__baumannii
AKC60669,s__endosymbiont_of_Camponotus_(Colobopsis)_obliquus
ANQ65237,s__equorum
KLI96858,s__sp._KE1
ACB98920,s__organism
KSW14918,s__mirabilis
CDA05974,s__sp._CAG:257
KQZ39887,s__sp._Root1480D1
AJF12778,s__bacterium
OLQ72125,s__proteolyticum
AJF12776,s__bacterium
AJF12774,s__bacterium
AJF12775,s__bacterium
SGV13202,s__aureus
AJF12773,s__bacterium
AJF12770,s__bacterium
AJF12771,s__bacterium
BAX35363,s__Helicobacter_sp.
KLY36081,s__oxytoca
BAX35365,s__Helicobacter_sp.
KOX66880,s__psychrophila
BAX35369,s__Helicobacter_sp.
KZO54943,s__putida
KQK55728,s__aeruginosa
OFA08381,s__phyllosphaeraee1
OEZ30185,s__boronicumulans
KMM45440,s__sp._A375-1
OCA93682,s__suise2
KGG26445,s__sp._MIT_0702
ODB78539,s__sp._II
APB83883,s__amyloliquefaciens
EHL22545,s__sp._NO-1
OEE95531,s__crassostreae
ASL43308,s__sp._AD24
OKJ85455,s__sp._TSRI0107
CZT35940,s__sp._9140
CUA68934,s__solani
AQI99855,s__pertussis
EUW63749,s__aureus
CMP60656,s__tuberculosis
SGG34132,s__tuberculosis
CUW94317,s__genomosp._1
SEH22149,s__sp._NFR12
KRW80627,s__sp._P4B1
SFX76413,s__hutchinsonii
KQR98476,s__sp._Leaf354
ACB99048,s__organism
ACB99049,s__organism
ACB99040,s__organism
ACB99041,s__organism
ACB99043,s__organism
ACB99044,s__organism
ACB99045,s__organism
ACB99046,s__organism
ACB99047,s__organism
EYS93010,s__sp._SK-4
ACB99031,s__organism
SCT88600,s__aureus
ACB99032,s__organism
GAL26147,s__variabilis
KFF13765,s__hydatis
ELA00135,s__sp._HMR-1
KZR80069,s__marinuse1
SLN33796,s__algicola
ANW17899,s__clavuligerus
OFQ19891,s__sp._HMSC073C03
OAH37014,s__populi
SEA31818,s__cliftonensis
COV73510,s__tuberculosis
AGL19551,s__sp._N902-109
KNX98240,s__baumannii
SDK21334,s__rhizosphaerae
CFK73584,s__pseudomallei
OON58372,s__sp._KBS0721
OFS02922,s__sp._HMSC067B04
OOL36462,s__sp._FSL_W5-0299
CDU01872,s__sp._J2-3
KXP09876,s__pulmonis
EMB09267,s__pneumoniae
OOV36436,s__Synechococcus_spongiarum
OCT47739,s__carrionii
ODT97802,s__bacterium_SCN_65-16
OBQ29313,s__flos-aquae
CXR31587,s__aureus
SIS03460,s__putida
OBY25594,s__sp._JC1
CDS53847,s__sp._CG9_12
BAP37180,s__guillouiae
SDE57839,s__sp._R5
ASF45666,s__psychrotoleranse2
OJT96193,s__sp._63-7
EGG67542,s__epidermidis
EQL53872,s__pylori
SAI18478,s__cloacae
AUB36434,s__flagelliforme
EQL53878,s__pylori
ESY46251,s__sp._LNJC380A00
KAG26041,s__aureus
KMU68299,s__humireducens
BAX08628,s__Helicobacter_sp.
CFY05442,s__zehnderi
KPJ90404,s__bacterium_SG8_11
GAQ66962,s__scabiei
SMG13831,s__rhodochrous
CPD70504,s__aureus
ARH93353,s__sp._MOE7
KPX65318,s__syringae
AMR66007,s__alcaligenes
AII86441,s__temperatae1
KUO08357,s__sp._DSM_15324
BAW95142,s__sp._NIES-970
CEJ87705,s__sp._GJ21
ABG64061,s__sp._BNC1
AOX96105,s__baumannii
KJK65164,s__parasiticus
KZQ74055,s__cloacae_complex_'Hoffmann_cluster_IV'
SDG44260,s__panacisegetis
SEJ34885,s__sp._NFACC23-1
SCI02373,s__Eubacterium_sp.
KKM13820,s__sediment_metagenome
OMK03473,s__aureus
OAZ68601,s__siamensis
KOV67536,s__sp._MMG1121
AJF12909,s__bacterium
AJF12908,s__bacterium
AJF12900,s__bacterium
AJF12903,s__bacterium
AJF12902,s__bacterium
ETA05407,s__alkanivoranse1
AJF12904,s__bacterium
AJF12907,s__bacterium
AJF12906,s__bacterium
AGZ44443,s__friuliensis
SDX07758,s__pontiacus
EHA17504,s__sp._HAL1
SFO77758,s__syringae
AJF13083,s__bacterium
EGS40576,s__capitis
ACB99233,s__organism
ACB99232,s__organism
SFS30832,s__flava
ACB99230,s__organism
ACB99237,s__organism
ACB99236,s__organism
ACB99235,s__organism
ACB99234,s__organism
ACB99239,s__organism
ACB99238,s__organism
OLZ13961,s__thermosulfidooxidans
ATG89575,s__koyamae
AJF13085,s__bacterium
KRV63597,s__citronellolis
ANZ07833,s__ornithinolytica
ACA72917,s__putida
KGI79986,s__erythraeae1
ARH94640,s__sp._MOE7
OBA91355,s__mucogenicum
BAG17065,s__griseus
AIF84952,s__Nitrososphaera_evergladensis
CCA82025,s__disease_bacterium_R229
OBX75581,s__parainfluenzae
AIF39896,s__nishinomiyaensis
CDU24293,s__scitamineum
KQO27401,s__sp._Leaf78
CRM65342,s__sp._44_R_15
KUJ77575,s__profundie1
SEF15253,s__sp._Ag109_O5-10
AJF12930,s__bacterium
SCF65787,s__sp._MnatMP-M27
GAQ62471,s__scabiei
ABB92596,s__marine_organism
ABB92597,s__marine_organism
ABB92595,s__marine_organism
ABB92592,s__marine_organism
ABB92593,s__marine_organism
ABB92590,s__marine_organism
AJF12934,s__bacterium
ABB92598,s__marine_organism
AJF12935,s__bacterium
SMD09580,s__flagellatus
OHQ04587,s__sp._HMSC064A09
SCS98783,s__aureus
SCF33148,s__echinosporae1
CUA93715,s__indicuse6
ASS93664,s__simplex
EKG38870,s__syringae
EJV83074,s__cereus
KPW59476,s__caricapapayae
APV39331,s__frederiksbergensis
KRA23022,s__sp._Root61
AKH19055,s__thiotaurini
ATE52319,s__pretiosum
EMA10607,s__sinaiiensis
OCU25630,s__quasipneumoniae
SCD77714,s__sp._DpondAA-F4a
ORA04149,s__bacteremicum
EJZ28562,s__sp._CCGE-LA001
SDY83373,s__shandongensis
AUG54299,s__sp._CSC3H3
ANL48094,s__phaseoli
EEG08643,s__ferrooxidans
KGZ15439,s__planticola
AJF12751,s__bacterium
KQR50119,s__sp._Leaf160
EZE90978,s__coli
CKO50023,s__tuberculosis
OCQ50994,s__asymbiotica
KFL51315,s__pyrrocinia
AJF12754,s__bacterium
EAV42721,s__aggregata
AJF12755,s__bacterium
AJF12756,s__bacterium
AJF12757,s__bacterium
AKT38643,s__crocatus
ELW77932,s__sp._WC-743
AAC46128,s__bronchiseptica
CAQ05732,s__urealyticum
AKM30797,s__faecigallinarum
BAX35349,s__Helicobacter_sp.
OAA45856,s__brongniartii
AJH25666,s__amyloliquefaciens
KDL57305,s__variicola
SFR34257,s__janthinus
GAF62237,s__sp._JCM_18903
OQU07307,s__parahaemolyticus
KEZ79311,s__hydrothermalis
CYB30751,s__aureus
SNB54130,s__sp._es.042
OIN79134,s__malmoense
ASZ13111,s__sp._MD30
OCA92879,s__wudalianchiensis
SHE36651,s__aminolytica
ADI24235,s__intraradices
ORB29829,s__parafortuitum
KWU57609,s__megaterium
KOX64032,s__psychrophila
OBA49994,s__sp._852002-51101_SCH5132738
OIJ93705,s__sp._MUSC_14
OQP83719,s__rhizosphaeraee1
SDP69152,s__xinjiangensise2
AJF12570,s__bacterium
AJF12571,s__bacterium
AJF12572,s__bacterium
AJF12575,s__bacterium
AJF12576,s__bacterium
AJF12577,s__bacterium
OKA21124,s__versuta
SCE44550,s__sp._OspMP-M43
SMS09822,s__viridiflava
ESK76057,s__bovis
KKM00570,s__sediment_metagenome
CCE11104,s__sp._STM_3843
KXP10836,s__pseudospumae
KNY35227,s__sp._SUL3
SFX21028,s__lividum
KJY46808,s__sp._NRRL_S-444
AJF13195,s__bacterium
AJF13194,s__bacterium
AJF13197,s__bacterium
AJF13196,s__bacterium
AJF13191,s__bacterium
AJF13190,s__bacterium
KYG20618,s__sp._AT1e1
AJF13192,s__bacterium
ASC51818,s__aureus
AJF13198,s__bacterium
ORF00964,s__alvi
AJF12715,s__bacterium
AJF12716,s__bacterium
AJF12717,s__bacterium
AJF12710,s__bacterium
AJF12711,s__bacterium
AJF12712,s__bacterium
AJF12713,s__bacterium
AJF12719,s__bacterium
APX62887,s__schindleri
BAQ69769,s__sulfidophilum
KVA52485,s__ubonensis
SDB95239,s__antarcticae2
OKI43548,s__sp._TSRI0281
ACB98889,s__organism
ACB98888,s__organism
ACB98887,s__organism
ACB98886,s__organism
ACB98885,s__organism
ACB98884,s__organism
ACB98883,s__organism
ACB98882,s__organism
ACB98881,s__organism
ACB98880,s__organism
EKE91831,s__pylori
SDK88369,s__xiamenense
KPX36356,s__amygdali
KAJ55506,s__mucosum
EPR83511,s__gerneri
EXF74023,s__fioriniae
KRA86112,s__sp._Root682
AMW09092,s__sp._S10(2016)
OKN21472,s__pneumoniae
ORN59124,s__aureus
ODT65784,s__bacterium_SCN_54-20
EHO66652,s__acidiphila
OBP55810,s__anatipestifer
ABI47185,s__sp._CC9311
OJT68568,s__licheniformis
AAZ46176,s__aromatica
OKK17616,s__sp._CB00455
KOU24054,s__sp._WM6349
KOU24055,s__sp._WM6349
CUR16107,s__paucivesiculata
KGF03039,s__lactolyticus
KWX44090,s__aeruginosa
EYD72931,s__mesophilum
ANA14575,s__oryzifermentans
ACB99068,s__organism
ACB99069,s__organism
ACB99066,s__organism
ACB99067,s__organism
ACB99064,s__organism
ACB99065,s__organism
ACB99062,s__organism
EXA64366,s__baumannii
ACB99060,s__organism
ACB99061,s__organism
KGS94580,s__pseudomallei
KAJ93381,s__ornithinolytica
KRI84560,s__baumannii
KQP86712,s__sp._Leaf119
ANM05631,s__phaseoli
EZS09800,s__aureus
AKU25497,s__sp._LC300
ENV99802,s__calcoaceticus
AIG04532,s__fluorescens
ANQ21559,s__natriegens
OBU13146,s__psychrotolerans
OCP76286,s__parahaemolyticus
ENQ91554,s__melitensis
GAT06618,s__fortuitum
ASW07383,s__sp._10195
CXI54511,s__aureus
SIJ75681,s__abscessus
CDL23484,s__pneumoniae
CDL23485,s__pneumoniae
OBC17296,s__sp._852002-50816_SCH5313054-c
KHL74430,s__putida
OMP00217,s__olitorius
OIG26701,s__baumannii
OAA62106,s__fumosorosea
OLV22718,s__influenzae
CDZ93730,s__saudiphocaensis
OMG44463,s__macerans
KYF69623,s__cellulosum
OKK21162,s__sp._CB00455
ASV18418,s__quasivariicola
KJH65171,s__calcoaceticus
ONW16601,s__cenocepacia
KOV08708,s__sp._XY511
ACB99323,s__organism
EJF23645,s__sp._A1
ALJ71168,s__pseudomallei
GAO93436,s__syringae
ABX41074,s__phytofermentans
KQU71871,s__sp._Root100
CCI53924,s__jenkinsii
SFO07964,s__obscurus
AJA94189,s__variicola
SEJ93670,s__tropica
GAC59510,s__sihwensis
SDW15238,s__kuykendallii
CNE25923,s__agalactiae
EXX85468,s__darwinianus
ESY01421,s__sp._LNJC405B00
BAX35291,s__Helicobacter_sp.
SEB08186,s__sp._276b
EAQ25747,s__sp._217
OOP88920,s__pylori
KFJ02966,s__subtile
EKJ78535,s__pseudograminearum
ADU09287,s__sp._L5
KLV65511,s__sp._MGH106
KLJ03572,s__sp._KE1
GAU94158,s__varieornatus
KPB76077,s__syringae_group_genomosp._3
KZY52499,s__sp._HI0054
OKI69118,s__sp._MJM1172
OLB69055,s__bacterium_13_2_20CM_2_64_7
KZZ45538,s__sp._HI0085
AUS50948,s__tuberculosis
EGG37686,s__sp._HGF5
CCO05597,s__bicirculans
EQL57663,s__pylori
ATH59156,s__nepalensis
SDT54464,s__canariense
GAD03352,s__albuse3
SIS59355,s__marinuse6
EJE52114,s__sp._CF316
AJF12967,s__bacterium
ABO53845,s__vietnamiensis
AJF12965,s__bacterium
AQT38943,s__sp.
AJF12963,s__bacterium
AJF12962,s__bacterium
AJF12961,s__bacterium
AJF12960,s__bacterium
SFR28984,s__waywayandensis
OLO29095,s__sp._MNU77
CNK14261,s__enterocolitica
KGB16613,s__pneumoniae
KRD90743,s__sp._Root147
KUN42262,s__olivochromogenes
ACB99219,s__organism
ACB99218,s__organism
AMS14541,s__chlororaphis
ACB99211,s__organism
ACB99210,s__organism
OPB11338,s__synxantha
ACB99215,s__organism
ACB99214,s__organism
KRW23458,s__baumannii
ACB99216,s__organism
ONA15039,s__pseudomallei
ETI77261,s__coli
KUN08006,s__canus
EJE78440,s__coli
AUZ28155,s__cereus
SEL45917,s__azorensis
CDT67754,s__sp._J2-29
SMQ49719,s__tritici
AGI84041,s__aeruginosa
ODT35500,s__sp._SCN_70-15
SFK91921,s__salsilacus
AJF12388,s__thaumarchaeote
AJF12383,s__thaumarchaeote
AJF12382,s__thaumarchaeote
OHW01751,s__aureus
AJF12380,s__thaumarchaeote
AJF12387,s__thaumarchaeote
AJF12386,s__thaumarchaeote
AJF12385,s__thaumarchaeote
AJF12384,s__thaumarchaeote
CRM62369,s__sp._58_R_3
ENN89865,s__freirei
KGD05256,s__pseudomallei
AGL72002,s__pylori
AJF12493,s__thaumarchaeote
AJF12492,s__thaumarchaeote
OAH11000,s__jeddahensis
EHE80849,s__pneumoniaee1
KRD09798,s__sp._Root265
GAT13384,s__thermoresistibile
ALL64377,s__caribensis
KZR90312,s__sp._MIT_S9508
SCM13963,s__sp._DpondAA-F4
ALA66685,s__lactise1
ESZ58612,s__sp._L103C120A0
OAX78464,s__sp._CAC-2015a
KPL21476,s__bacterium_SM1_79
GAT65730,s__sphaerica
KKK24366,s__rambellii
AKE47393,s__pylori
KWR89850,s__sp._IDO
APX70504,s__sp._09RB8471
AEI53571,s__marine_crenarchaeote
EJA75867,s__enterica
SFH85977,s__sp._Gha
SDS25486,s__trivialise1
OQE21271,s__steckii
ERV80535,s__aeruginosa
KVS95049,s__ubonensis
KPF69362,s__proteobacterium_AAP99
EJI95121,s__sp._JVH1
